Doctor Name,About the Doctor
Dr. Mesut Dursun,"Dr. Mesut Dursun is a highly experienced doctor specializing in neonatology and pediatrics with 19 years of experience. He has an impressive CV, including studying medicine at Istanbul University and receiving specialized training in Pediatrics and Neonatology at renowned hospitals in Istanbul. Dr. Dursun has worked at various hospitals in Turkey, including Sanliurfa Hospital, Hitit University Corum Education and Research Hospital, Biruni University Medical Faculty Hospital, and currently at Memorial Bahcelievler Hospital in Istanbul. With 248 scientific publications, Dr. Dursun is dedicated to advancing medical knowledge and improving patient care. His research includes topics such as respiratory distress syndrome in preterm infants, the impact of preterm birth on bone health in preschool children, and the diagnosis and treatment of various neonatal conditions. Dr. Dursun's extensive publication record demonstrates his expertise and commitment to staying up-to-date with the latest developments in neonatology and pediatrics. As a doctor at the Department of Neonatal Intensive Care at Memorial Bahcelievler Hospital, Dr. Dursun provides specialized care for newborns requiring intensive medical attention. His years of experience and extensive knowledge make him well-equipped to handle complex cases and provide the highest quality care to his patients. Dr. Dursun's dedication to his field and his track record of scientific contributions make him an excellent choice for neonatal and pediatric care in Turkey."
Prof. Dr. Burcu Altunrende,"Meet Prof. Dr. Burcu Altunrende, a highly accomplished neurologist with 23 years of experience. She graduated from the Faculty of Medicine of Cerrahpasa University in Istanbul and went on to specialize in neurology at the prestigious Shishli Etfal Teaching and Research Hospital. Having achieved the rank of Professor in 2020, Dr. Altunrende is known for her expertise in neurology. Currently practicing at Memorial Bahcelievler Hospital in Istanbul, Turkey, Dr. Altunrende is a member of several esteemed medical associations, including the Turkish Medical Association and the Turkish Association of Neurology. With 37 scientific publications, her research focuses on multiple sclerosis, autoimmune encephalitis, and other neurological disorders. Dr. Altunrende's extensive experience and dedication to her profession make her an exceptional doctor in neurology. Her expertise in treating complex neurological conditions and her commitment to research set her apart. If you're seeking specialized care for neurologic disorders, Dr. Altunrende at Memorial Bahcelievler Hospital is a top choice."
"Prof. Dr. Melih Bozkurt, Ph.D.","Prof. Dr. Melih Bozkurt, Ph. D. , is a highly experienced neurosurgeon specializing in neurosurgery and spine surgery. With 22 years of experience, Dr. Bozkurt has established himself as a leading expert. He practices at the Department of Neurosurgery with Spinal Health Center at Memorial Bahcelievler Hospital in Istanbul, Turkey. Dr. Bozkurt's impressive career includes a Master's degree and specialization in brain and nerve surgery from Ankara University. He also recently completed his Ph. D. at the Department of Neuroanatomy, Anatomy Ankara University, showcasing his dedication to continuous learning and advancement in his field. In addition to his vast experience, Dr. Bozkurt has a remarkable list of 765 scientific publications. These publications cover a wide range of topics, including the impact of COVID-19 on surgical outcomes, the effectiveness of various surgical procedures, and the management of different medical conditions. This extensive body of work highlights Dr. Bozkurt's dedication to research and his commitment to improving patient care. With his expertise, extensive experience, and valuable research contributions, Prof. Dr. Melih Bozkurt, Ph. D. , is undoubtedly considered a skilled and knowledgeable neurosurgeon. His patients can trust that they receive the highest quality of care from a doctor at the forefront of his field."
Prof. Dr. Erhun Eyuboglu,"Prof. Dr. Erhun Eyuboglu is a highly experienced doctor specializing in bariatric and general surgery. With an impressive career spanning 42 years, he has established himself as a leading expert. Currently practicing at Memorial Bahcelievler Hospital in Istanbul, Turkey, he works in the Department of bariatric surgery, specifically focusing on weight loss surgery. Throughout his career, Prof. Dr. Erhun Eyuboglu has made significant contributions to the field of surgery. He has published 25 scientific articles, highlighting his expertise and dedication to research. His publications cover various topics, including laparoscopic surgery, hernia repair, gastrointestinal tumors, and more. His study aims to improve surgical techniques and advance patient care. As a highly respected doctor, Prof. Dr. Erhun Eyuboglu's career is characterized by his commitment to excellence and patient well-being. He has worked at esteemed institutions such as Istanbul Cerrahpasa University and Medical Park Bahcelievler Hospital, where he also served as the Dean of the Faculty of Medicine at Altynbash University. Prof. Dr. Erhun Eyuboglu's extensive experience, specialized knowledge, and dedication to research make him a trusted and highly skilled surgeon. Patients can rely on his expertise for safe and effective bariatric and general surgery procedures."
Prof. Dr. Mustafa Kurklu,"Prof. Dr. Mustafa Kurklu is an experienced orthopedic and traumatology specialist with 27 years of experience. He is practicing at the Department of Orthopedics and Traumatology at Memorial Bahcelievler Hospital in Turkey. Prof. Dr. Kurklu has an impressive career history, having worked at esteemed institutions such as Gulhane Military Medical Academy and GATA University. He has also undergone specialized training at Duke University and completed fellowships at Duke, Wake Forest, and Harvard University. With a focus on orthopedics and traumatology, Prof. Dr. Kurklu has contributed to the field through his research and publications. He has authored 72 scientific publications, including studies on the reduction of anterior shoulder dislocation, treatment of femoral neck stress fractures, and novel surgical approaches for vascular malformation resection. His expertise and dedication to his field make him a highly regarded professional in the medical community. Prof. Dr. Kurklu's extensive experience and commitment to staying up-to-date with the latest advancements in orthopedics and traumatology allow him to provide excellent care and treatment to his patients at Memorial Bahcelievler Hospital."
Prof. Dr. Muge Gundoglu,"Prof. Dr. Muge Gundoglu is a highly experienced pediatric hematology specialist with 22 years of experience. She obtained her medical degree from Istanbul Cerrahpasa University and completed specialization training in pediatric hematology and oncology at Hacettepe University. Throughout her career, Dr. Gundoglu has worked at esteemed institutions such as Memorial Bahcelievler Hospital in Istanbul, Turkey. Dr. Gundoglu is a member of several prestigious medical societies, including the Turkish Society of Hematology and the European Bone Marrow Transplantation Society. Her expertise and dedication to the field are evident in her impressive publication track record, which includes 85 scientific publications. These publications cover a wide range of topics, such as diabetes and prediabetes prevalence, treatment outcomes of acute myeloid leukemia in children, and the impact of postharvest treatments on fruit quality. With her extensive knowledge and experience, Dr. Gundoglu is renowned for her excellence in pediatric hematology. She is known for her commitment to providing high-quality patient care and staying at the forefront of advancements in her field. Patients can trust that they are in capable hands under the supervision of Prof. Dr. Muge Gundoglu at Memorial Bahcelievler Hospital in Istanbul, Turkey."
Dr. Bahar Ozcabi,"Dr. Bahar Ozcabi is an experienced pediatric endocrinologist with a career spanning over 20 years. She completed her medical education and specialization training at renowned institutions in Turkey, including the Faculty of Medicine at Istanbul University. Dr. Ozcabi has further honed her expertise through specializations in Pediatric Endocrinology and compulsory service in Gynecology and Pediatrics. She is a member of prestigious medical associations, including the Turkish Medical Association, Turkish Pediatrics Institution, Pediatric Endocrinology and Diabetes Association, and the European Society for Paediatric Endocrinology. Dr. Ozcabi is renowned for her contributions to scientific research, with 35 publications. Her research covers a wide range of topics, including the incidence of Type 1 Diabetes in children, growth hormone treatment in patients with Prader-Willi Syndrome, and the association between vitamin D deficiency and Hashimoto's Thyroiditis in children and adolescents. Her expertise and dedication to her field make her a valuable asset to the Department of Pediatric Endocrinology at Memorial Bahcelievler Hospital in Istanbul, Turkey. With her extensive experience, clinical knowledge, and commitment to research, Dr. Ozcabi is well-equipped to provide exceptional patient care. Her specialization in pediatric endocrinology and her contributions to scientific publications highlight her dedication and expertise in diagnosing and treating hormonal disorders in children. Dr. Ozcabi's patients can have confidence in her ability to provide the highest quality care and stay at the forefront of advancements in pediatric endocrinology."
Prof. Dr. Mahmut Civilibal,"Prof. Dr. Mahmut Civilibal is a highly experienced and accomplished pediatric nephrologist with 33 years of practice in Turkey, specifically in Istanbul. After graduating from Istanbul University Cerrahpasa Faculty of Medicine in 1990, he specialized in Pediatric Health and Diseases at Haseki Training and Research Hospital and later in Pediatric Nephrology at the Faculty of Medicine, Cerrahpasa University. In 2016, he became a professor in his field. Dr. Civilibal has an impressive career history, having worked in various hospitals and clinics. Notably, he served as the Chief Physician of Haseki Hospital from 2013 to 2015 and held positions such as Deputy Chief of Pediatric Clinic and Associate Professor of Child Health and Diseases. He also worked as a pediatrician, medical director, and general manager at Medical Park Gaziosmanpasa Hospital. With a specialization in pediatric nephrology, Dr. Civilibal has published 90 scientific papers focusing on various aspects of this field. His research interests include the assessment of platelet parameters in children with pneumonia, the role of infections in atopic diseases in children, and evaluation of serum vitamin D levels in asthmatic patients, among others. His publications showcase his dedication to advancing knowledge and improving treatments in pediatric nephrology. Working at Memorial Bahcelievler Hospital in Istanbul, Dr. Civilibal continues to provide exceptional care and expertise in pediatric nephrology. His extensive experience, diverse background, and commitment to research make him a highly respected and skilled doctor."
Prof. Dr. Feryal Gun Soysal,"Prof. Dr. Feryal Gun Soysal is a renowned pediatric surgeon with over 30 years of experience. She graduated from the Faculty of Medicine in Istanbul and specialized in pediatric surgery. Throughout her career, Dr. Soysal has made significant contributions, publishing 46 scientific articles exploring various aspects of pediatric surgical care. Her research includes pleuropulmonary blastoma, bacterial translocation, and the role of surgery in intraabdominal Burkitt's lymphoma in children. As a specialist at the Memorial Bahcelievler Hospital in Istanbul, Dr. Soysal is known for her expertise in pediatric surgery. Her extensive experience and dedication to the field have made her a trusted and sought-after doctor in Turkey. She is committed to providing the highest quality care to her young patients, ensuring their well-being and successful surgical outcomes. With her impressive resume and numerous scientific publications, Prof. Dr. Feryal Gun Soysal stands out as a highly skilled and knowledgeable pediatric surgeon. Her focus on advancing research and improving treatment options for children showcases her commitment to excellence in her profession. Patients can trust her expertise and experience, knowing they are in capable hands under her care at the Memorial Bahcelievler Hospital in Istanbul."
Dr. Alfiya Vehbioglu,"Dr. Alfiya Vehbioglu is a highly experienced pediatrician at Memorial Bahcelievler Hospital in Istanbul, Turkey. With 18 years of experience in the field, Dr. Vehbioglu's career stands out due to her specialization in child health and diseases. After completing her medical studies at Samarkand Medical University in Turkey, Dr. Vehbioglu furthered her expertise by specializing in pediatrics at Istanbul University Istanbul Faculty of Medicine. She has since worked at prestigious hospitals, including Biruni University Hospital Neonatal Intensive Care Unit and Corlu State Hospital. She is a specialist at Memorial Bahcelievler Hospital's Department of Pediatrics. With her impressive background and expertise, Dr. Vehbioglu is known for her quality patient care and commitment to improving children's health. Patients can trust her knowledge and experience when seeking medical assistance at Memorial Bahcelievler Hospital in Istanbul."
Dr. Ayse Burcu Durak,"Dr. Ayse Burcu Durak is a specialist in psychology and psychiatry at the Department of Psychology in Memorial Bahcelievler Hospital, Istanbul, Turkey. With years of experience in the field, Dr. Durak has become known for her exceptional skills and expertise. Her dedication to her patients and commitment to providing the best care make her a highly sought-after doctor. Dr. Durak's unique approach to psychology and psychiatry sets her apart from other doctors. She combines her knowledge of both disciplines to provide a comprehensive and holistic approach to treating her patients. By understanding the complex interplay between the mind and the body, Dr. Durak can develop personalized treatment plans that address the root causes of her patient's issues. In addition to her clinical work, Dr. Durak is also involved in cutting-edge research. Her publications highlight her dedication to advancing the understanding and treatment of psychological and psychiatric disorders. By staying current with the latest research and findings, Dr. Durak ensures that her patients receive the most current and effective treatments. Dr. Ayse Burcu Durak is a highly skilled and compassionate doctor in psychology and psychiatry. Her unique approach and dedication to her patients make her a trusted choice for anyone seeking professional help in Turkey."
Prof. Dr. Fazilet Oner Dincbas,"Prof. Dr. Fazilet Oner Dincbas is a highly experienced radiation oncologist with 37 years of practice in Turkey, specifically in Istanbul. She completed her medical studies at Ankara University and specialized in Radiation Oncology at Istanbul University Cerrahpasa. She has held positions at prestigious medical institutions such as the Cerrahpasa Medical Faculty at the Medical Park and at Memorial Bahcelievler Hospital in Istanbul. With a strong focus on her field, Dr. Dincbas is a member of numerous professional associations, including the Turkish Radiation Oncology Association, Turkish Lung Cancer Association, Turkish Urooncology Association, and more. Her extensive list of 73 scientific publications showcases her dedication to research and advancements. Some notable studies include radiotherapy's role in treating various cancers, such as lung cancer and soft tissue sarcomas. Dr. Dincbas has also contributed to studies on prognostic factors and treatment protocols for extremity soft tissue sarcomas. Dr. Dincbas' expertise and dedication to her craft make her a highly regarded radiation oncologist. With her years of experience and involvement in research, she brings a wealth of knowledge and innovative approaches to her practice. Patients can trust her expertise and rely on her to provide practical, cutting-edge treatments for their oncological needs."
Prof. Dr. Josep Brugada Terradellas,"Prof. Dr. Josep Brugada Terradellas is a highly accomplished and experienced doctor specializing in pediatric arrhythmology, cardiology, and sports cardiology. With over 41 years of experience, Dr. Brugada has made significant contributions to the field through his extensive research and numerous scientific publications totaling 977. His expertise and dedication have earned him several prestigious positions, including being the Medical Director of Barcelona Hospital Clinic and the Head of the Arrhythmia Unit at various renowned institutions in Barcelona, Spain. One of the most notable aspects of Dr. Brugada's career is his role as President of the European Heart Rhythm Association from 2006 to 2008. His leadership and contributions to this organization demonstrate his commitment to advancing the field of arrhythmology and improving patient care. Additionally, Dr. Brugada's research focuses on various areas, including treating atrial fibrillation, ventricular tachycardias, and the effects of endurance sports on heart health. With his exceptional qualifications, extensive experience, and commitment to research, Prof. Dr. Josep Brugada Terradellas is widely recognized as a leading expert in pediatric arrhythmology. His contributions to the medical community and dedication to improving patient outcomes make him an excellent choice for anyone seeking top-quality care in Barcelona, Spain."
Dr. Jose Maria Caffarena Calvar,"Dr. Jose Maria Caffarena Calvar is a highly experienced doctor specializing in pediatric cardiology and cardio surgery. With 37 years of experience and numerous achievements, he is considered one of the best in his field. Dr. Calvar completed his medical studies at the University of Valencia and obtained a Doctor of Medical Sciences degree with honors. His doctoral dissertation focused on the study of cryopreserved heart valve allografts used to correct congenital cardiopathies in children. Throughout his career, Dr. Calvar has worked at prestigious hospitals in Spain, including La Fe Hospital in Valencia and the University Pediatric Hospital Sant Joan de Deu in Barcelona, where he currently serves as the Director of the Cardiac Center and Head of the Department of Pediatric Cardiac Surgery. He is a member of various professional societies, including the Spanish Society of Cardiovascular Surgery and Pediatric Cardiology and Congenital Cardiopathy. Dr. Calvar is also a founding member of the World Society for Pediatric and Congenital Heart Surgery. Dr. Calvar's expertise is evident in his 17 scientific publications covering various pediatric cardiology and surgery topics. These publications demonstrate his dedication to advancing medical knowledge and improving treatments for children with heart conditions. With his extensive experience, exceptional skills, and commitment to research, Dr. Jose Maria Caffarena Calvar is undoubtedly an excellent doctor, trusted by patients and colleagues in the field."
Dr. Marta Simo Nebot,"Dr. Marta Simo Nebot is a renowned specialist in child abuse, currently practicing at the University Pediatric Hospital Sant Joan de Deu Barcelona in Spain. With years of experience and a focus on this field, Dr. Nebot brings invaluable expertise and knowledge to her profession. What sets Dr. Nebot apart is her dedication to researching and treating child abuse cases. Her passion for protecting and advocating for the well-being of children makes her an exceptional doctor in her field. She has made significant contributions to the field through her research and publications, highlighting her expertise and commitment to improving the lives of abused children. As a Department of Child Abuse member, Dr. Nebot collaborates with a team of specialists to provide comprehensive care and support to victims. Her unique treatment approach, backed by her scientific publications, demonstrates her ability to make a difference in the lives of these vulnerable individuals. In conclusion, Dr. Marta Simo Nebot is a highly respected specialist in child abuse, working at the University Pediatric Hospital Sant Joan de Deu Barcelona. With her unwavering dedication, extensive experience, and notable research contributions, she stands out as a compassionate and skilled doctor, committed to positively impacting her field and improving the lives of abused children."
"Dr. Laia Alsina Manrique de Lara, Ph.D.","Dr. Laia Alsina Manrique de Lara, Ph. D. , is a renowned pediatric allergy and clinical immunology specialist with over 23 years of experience. She works at the Department of Pediatric Allergy and Clinical Immunology at the University Pediatric Hospital Sant Joan de Deu Barcelona in Spain. Dr. Manrique de Lara's impressive career includes a diploma in Medicine and Surgery, specialization in Pediatrics, and a Ph. D. from the University of Barcelona, Spain. She has also conducted postdoctoral studies at the Baylor Institute for Immunological Research in the USA and has completed various courses and training programs in immunology and research methods. Dr. Manrique de Lara has published 178 scientific papers on various topics related to immunodeficiencies, autoimmune diseases, and infectious diseases. Dr. Laia Alsina Manrique de Lara is highly respected due to her extensive knowledge, expertise, and dedication to pediatric allergy and clinical immunology. Her research focuses on identifying and treating genetic immune disorders, including inborn errors of type I IFN immunity and primary immunodeficiencies. Her contributions to the field have led to advancements in understanding and managing life-threatening conditions such as COVID-19. With her vast experience, expertise, and numerous scientific publications, Dr. Laia Alsina Manrique de Lara is considered a leading expert in pediatric allergy and clinical immunology. Patients can trust her for exceptional care and innovative treatment approaches to improve the lives of children with immune-related conditions."
Prof. Dr. Xavier Tarrado Castellarnau,"Prof. Dr. Xavier Tarrado Castellarnau is an experienced pediatric surgeon specializing in thoracic and digestive surgery, particularly in minimally invasive procedures. With 27 years of experience, he is highly regarded in his field. Dr. Tarrado Castellarnau graduated from the Faculty of Medicine-Hospital Clinic at the University of Barcelona in 1996. Since then, he has continued to expand his knowledge and skills through various training programs and fellowships, including a stay at the renowned Necker-Enfants Malades Hospital in Paris, France. He is currently the Head of the Department of Pediatric Surgery at the University Pediatric Hospital Sant Joan de Deu Barcelona. Additionally, he serves as the Director of the Master of Training in Surgical Techniques in Pediatric Surgery and as an Associate Professor at the University of Barcelona. Dr. Tarrado Castellarnau is dedicated to advancing his field through research. He is a Research Group on Diseases member in adulthood of fetal origin or in the first years of life at Sant Joan de Deu Barcelona Hospital. He has also published 6 scientific articles covering the utility of certain surgical techniques and the diagnosis of specific conditions. With his wealth of experience, expertise, and dedication to the field, Prof. Dr. Xavier Tarrado Castellarnau is an exceptional pediatric surgeon who offers high-quality care to his patients."
Prof. Dr. Josep Rubio Palau,"Prof. Dr. Josep Rubio Palau is a highly experienced and skilled maxillofacial surgeon specializing in orthognathic and facial aesthetic surgery. With 18 years of experience, Dr. Rubio Palau has worked in renowned hospitals and clinics worldwide, including the United States, England, China, Belgium, Italy, and India. He currently practices at the Department of Pediatric Maxillofacial Surgery at the University Pediatric Hospital Sant Joan de Deu Barcelona in Barcelona, Spain. Dr. Rubio Palau's impressive credentials include a degree in Dentistry from the International University of Catalonia and a specialization in Oral and Maxillofacial Surgery from the Vall d'Hebron University Hospital in Barcelona. He also holds a Doctor of Surgery from the Autonomous University of Barcelona. With his extensive knowledge and expertise, Dr. Rubio Palau is a sought-after professor at the International University of Catalonia, teaching oral and maxillofacial medicine subjects. In addition to his clinical work and academic pursuits, Dr. Rubio Palau has contributed significantly to the field through his scientific publications. He has authored 49 research papers covering a wide range of topics, such as the impact of vaccinations on postoperative mortality, surgical planning using 3D printing technology, and the evaluation of cleft lip and palate treatments. These publications demonstrate Dr. Rubio Palau's commitment to advancing the field of maxillofacial surgery and his dedication to improving patient outcomes. Prof. Dr. Josep Rubio Palau is a highly respected and accomplished doctor with his extensive experience, expertise in maxillofacial surgery, and research contributions. His commitment to providing excellent care, advancing the field, and teaching the next generation of professionals makes him an exceptional choice for patients seeking specialized treatment in Barcelona, Spain."
Prof. Dr. Sergi Navarro Vilarrubi,"Prof. Dr. Sergi Navarro Vilarrubi is an experienced doctor specializing in pediatrics and palliative care. With a career spanning 16 years, he has established himself as a respected professional in his field. Dr. Vilarrubi completed his medical degree at the Autonomous University of Barcelona in Spain in 2007. He furthered his expertise by obtaining a Master's degree in Child Psychology and completing his residency in Pediatrics. Additionally, he holds a Master's Degree in Palliative Care, demonstrating his commitment to providing comprehensive care to children in need. Dr. Vilarrubi is the Head of the Palliative Care and Complex Chronic Patient Unit at Hospital Sant Joan de Deu Barcelona in Spain. He is also a professor of Pediatric Palliative Care, sharing his knowledge and expertise with future healthcare professionals. Dr. Vilarrubi's contributions to the field of pediatric palliative care are noteworthy. He has published several scientific articles focusing on assessing well-being in pediatric palliative care and the development of palliative care in pediatrics. This research highlights his dedication to improving the quality of life for children facing serious illnesses. With his extensive experience, expertise, and commitment to palliative care for children, Prof. Dr. Sergi Navarro Vilarrubi is an exceptional doctor who strives to provide the best possible care for his patients."
Prof. Dr. Eulalia Baselga Torres,"Prof. Dr. Eulalia Baselga Torres, a highly experienced doctor with 22 years of experience in pediatric dermatology, is currently practicing at the Department of Pediatric Dermatology at the University Pediatric Hospital Sant Joan de Deu Barcelona in Spain Barcelona. Dr. Baselga Torres has an impressive CV, including a fellowship in Pediatric Dermatology from the Medical College of Wisconsin and a Doctor of Medicine degree from the University of Barcelona. With her specialization in pediatric dermatology, Dr. Baselga Torres has made significant contributions to the field, as evidenced by her 241 scientific publications. She is the founder and current president of the Hemangioma Investigator Group, a member of various professional societies and committees, and an associate professor at the Autonomous University of Barcelona. Through her research and clinical work, Dr. Baselga Torres focuses on vascular anomalies, particularly hemangiomas and vascular malformations. Her expertise and dedication to her specialty make her a highly regarded and trusted doctor."
Dr. Martha Ramon Krauel,"Dr. Martha Ramon Krauel is a highly experienced pediatric endocrinologist with 24 years of experience in the field. She holds a Bachelor's in Medicine and Surgery from the University Autonomous of Barcelona, Spain. She has specialized in Pediatrics and its Areas of Specialization from Sant Joan de Deu Barcelona Children's Hospital - University of Barcelona. Dr. Krauel further enhanced her expertise by completing a Pediatrics and Pediatric Endocrinology specialist program at Harvard University - Boston Children's Hospital in the USA. Dr. Krauel is the Head of the Pediatric Endocrinology Unit at the University Pediatric Hospital Sant Joan de Deu Barcelona, Spain. She is also affiliated with Boston Children's Hospital, which is associated with Harvard University. Dr. Krauel is a member of the Catalan Pediatrics Society and the Spanish Pediatrics Association. With her extensive knowledge and experience, Dr. Krauel has contributed to the medical field through her research and scientific publications. Her 44 publications cover various topics, including the effects of nutrition on health, epigenetic modifications, and metabolic disorders in children. These publications demonstrate her dedication to advancing the understanding and treatment of pediatric endocrinology. Dr. Martha Ramon Krauel has established herself as a highly regarded pediatric endocrinologist through her expertise and commitment to patient care. Her specialized knowledge and research contributions make her an excellent choice for individuals seeking treatment in this field."
Prof. Dr. Angels Garcia Cazorla,"Prof. Dr. Angels Garcia Cazorla is a highly experienced doctor with over 30 years of practice in pediatric congenital metabolic diseases. She graduated from the University of Barcelona and specialized in this particular area of medicine. Dr. Cazorla has an impressive career, having completed various prestigious training programs and research projects. She has worked as an internal physician at the Department of Metabolic Diseases, Neurology, and Genetics of Necker Hospital in Paris and completed post-doctoral research training at Columbia University in New York. She is the Head of the Metabolic Disease Unit at the University Pediatric Hospital Sant Joan de Deu Barcelona in Spain. Dr. Cazorla's expertise and dedication are evident in her extensive scientific publications, totaling 588 works. Her research focuses on primary growth hormone resistance, pregnancy-induced hypertension with proteinuria, and primary hyperoxaluria types I and II. She is a member of the scientific committee of the Rare Diseases Foundation, highlighting her involvement and commitment to advancing knowledge and treatment in this specialized field. With her wealth of experience and expertise, Dr. Cazorla is considered a leading authority in pediatric congenital metabolic diseases and ensures the highest quality of care for her patients. In conclusion, Prof. Dr. Angels Garcia Cazorla is a renowned doctor specializing in pediatric congenital metabolic diseases. Her extensive education, training, and research experience make her a valuable asset to the medical community. Dr. Cazorla's commitment to advancing knowledge and treatment in this field is evident in her long list of scientific publications. Patients can trust her expertise and dedication to providing the best care at the University Pediatric Hospital Sant Joan de Deu Barcelona in Spain."
Prof. Dr. med. Georg Gosheger,"Prof. Dr. med. Georg Gosheger is a highly experienced and renowned orthopedic specialist at the Department of General and Tumor Orthopedics in the University Hospital Muenster, Germany. With an impressive 28 years of experience, Dr. Gosheger has established himself as a leading expert in orthopedics, trauma surgery, and oncological orthopedic surgery. Notable achievements and specializations mark Dr. Gosheger's career. He obtained his medical license in 1995 after studying medicine at the Rhine-Westphalia University of Technology Aachen. He has received additional sports medicine, physical therapy, and radiation protection disciplines. Furthermore, Dr. Gosheger has published an impressive 341 scientific publications focusing on various aspects of orthopedics and tumor orthopedics. These publications highlight his expertise and contributions to the field. As a member of prestigious organizations such as the German Society of Orthopedics and Orthopedic Surgery and the European Society of Musculoskeletal Oncology, Dr. Gosheger is actively involved in advancing orthopedic care and research. His dedication to improving patient outcomes is evident through his role as Professor and Head of the Department of General and Tumor Orthopedics. Dr. Gosheger's commitment to orthopedic excellence and extensive knowledge make him a highly sought-after doctor. In summary, Prof. Dr. med. Georg Gosheger is a respected orthopedic specialist with an extensive background in trauma surgery, orthopedic oncology, and general orthopedics. His impressive career, specialized training, numerous publications, and active involvement in professional organizations demonstrate his dedication to providing top-quality care to his patients."
Prof. Dr. med. Andreas Pascher,"Prof. Dr. med. Andreas Pascher is an experienced doctor specializing in general, abdominal, and transplant surgery. With over 25 years of experience, he has established himself as a highly skilled medical professional. He obtained his license for medical practice and further specialized in his field. Throughout his career, he has held prestigious positions, including being the Medical Director and Deputy Head of the Department of Surgery at Charite University Hospital Berlin. Currently, he serves as the Department of General, Abdominal, and Transplant Surgery Director at the University Hospital Munster in Germany. Dr. Pascher is known for his field expertise and dedication to patient care. He has received recognition for his contributions to the field of surgery, including the Langenbeck Prize, the highest award given by the German Society of Surgery. Dr. Pascher is a member of several professional societies, including the German Society for General and Visceral Surgery, the German Society for Surgery, the European Society of Organ Transplantation, and the German Transplant Society. His extensive list of scientific publications showcases his commitment to research and advancements in surgical treatments. Dr. Pascher continues to provide excellent care in general, abdominal, and transplant surgery through his expertise, dedication, and ongoing research."
Prof. Dr. med. Sabine Kliesch,"Prof. Dr. med. Sabine Kliesch is a highly experienced urologist and andrologist with over 31 years of experience. She works at the Department of Clinical and Operative Andrology at the University Hospital Munster in Germany. Dr. Kliesch's impressive career includes various roles and achievements that highlight her expertise in the field. She obtained her medical education at the Institute of Reproductive Medicine of the Wilhelms University of Westphalia in Muenster under the supervision of Eberhard Nischlag. Over the years, she has obtained licenses and specializations in urology, andrology, and urological oncology. Dr. Kliesch has gained extensive knowledge and skills as a researcher and senior doctor in several departments. Dr. Kliesch's contributions to the medical field extend beyond her clinical practice. She has been involved in medical societies and advisory boards, such as the German Society of Urology and the European Association of Urologists. She has demonstrated her dedication to advancing knowledge and improving patient care with 497 scientific publications, including groundbreaking research on infertility and testicular cancer. Overall, Dr. Sabine Kliesch's extensive experience, specialized expertise, and research contributions make her an exceptional urologist and andrologist. Her commitment to patient care and advancements in the field make her a highly respected and sought-after doctor in Germany and beyond."
Prof. Dr. med. Nicole Eter,"Prof. Dr. med. Nicole Eter is a highly experienced ophthalmologist with 28 years of experience. She obtained her specialization in ophthalmology in 1999 and has since gained further qualifications in laser ophthalmological surgery. Prof. Dr. Eter has an impressive list of 323 scientific publications, showcasing her expertise and commitment to advancing the field of ophthalmology. She is currently the Director of the Department of Ophthalmology at the renowned University Hospital Munster in Germany. Prof. Dr. Eter's career highlights include her appointment as a professor of ophthalmology at the University of Bonn in 2007 and her role as a member of the executive committee of the German Ophthalmological Society since 2016. These achievements reflect her recognition and leadership in the field. Her research interests encompass various aspects of ophthalmology, including treating diabetic macular edema and retinopathy of prematurity. Prof. Dr. Eter's dedication to scientific discovery and extensive experience make her a highly reputable and sought-after ophthalmologist. Patients seeking Prof. Dr. Eter's care can expect to be treated by a skilled and knowledgeable professional at the forefront of ophthalmological advancements. She combines her expertise with a compassionate approach, ensuring patients receive the best care possible. Prof. Dr. Eter's contributions to the ophthalmology field have advanced scientific knowledge and directly benefited patients, making her a highly respected and trusted doctor in her field."
Prof. Dr. med. Helmut Baumgartner,"Prof. Dr. med. Helmut Baumgartner is a highly experienced and renowned specialist with 42 years of experience in internal medicine and cardiology. He works at the University Hospital Munster in Germany, specifically in the Department of pediatric congenital and acquired heart defects, heart valve diseases. With an impressive CV, Dr. Baumgartner has made significant contributions to the field through his research and clinical expertise. Throughout his career, Dr. Baumgartner has held various prestigious positions and memberships in professional societies, including President of the Austrian Society of Cardiology and a Fellow of the American College of Cardiology. He has also chaired and led several task forces and working groups for the European Society of Cardiology, focusing on valvular and adult congenital heart disease. Furthermore, his extensive publication record reflects his expertise and vast knowledge, with over 610 scientific publications to his name. Dr. Baumgartner's dedication to improving patient care and understanding cardiovascular diseases is evident in his research focus, particularly in structural heart diseases, congenital heart defects, and hypertrophic cardiomyopathy. His contributions to guideline development and his involvement in establishing standards of care further highlight his exceptional reputation in the field. Overall, Prof. Dr. med. Helmut Baumgartner's extensive experience, leadership roles, and numerous scientific publications demonstrate his expertise and commitment to advancing the cardiology field. His contributions to research, patient care, and guideline development make him a highly respected and valuable asset to the medical community."
